anime_id,title,score,rank,popularity,members,start_date,end_date,type,episodes,,
3203,Chibi Maruko-chan Movie,7.08,4140,11492,2611,1/01/1990,1/01/1990,Movie,1,,
3213,Ganbare Genki,7.31,2887,10366,3604,1/01/1980,1/01/1981,TV,35,,
3214,Kosuke-sama Rikimaru-sama: Konpeitou no Ryuu,6.06,9944,12350,2048,1/01/1988,1/01/1988,OVA,1,,
3218,Saiyuuki (OVA),6.99,4587,8824,5821,1/01/1999,1/01/1999,OVA,2,,
3219,Gakuen Utopia Manabi Straight!: Natsu da! Manabi da! Kyouka Gasshuku da!,7.05,4278,7972,7413,1/01/2007,1/01/2007,Special,1,,
3220,Kanashimi no Belladonna,7.2,3486,3173,58878,1/01/1973,1/01/1973,Movie,1,,
3221,Shakugan no Shana-tan Movie,7.1,4033,4927,24756,1/01/2007,1/01/2007,Special,1,,
3222,Kiddy Grade: Maelstrom,7.01,4506,9123,5281,1/01/2007,1/01/2007,Movie,1,,
3223,Kiddy Grade: Truth Dawn,7.04,4366,9181,5213,1/01/2007,1/01/2007,Movie,1,,
3225,Minami-ke Okawari,7.32,2830,2775,75297,1/01/2008,1/01/2008,TV,13,,
3226,Major S4,8.18,449,2923,69129,1/01/2008,1/01/2008,TV,26,,
3227,Harukanaru Toki no Naka de 3: Kurenai no Tsuki,6.67,6311,9863,4213,1/01/2007,1/01/2007,TV Special,1,,
3228,Zoku Sayonara Zetsubou Sensei,7.89,903,1833,138932,1/01/2008,1/01/2008,TV,13,,
3229,Kimi ga Aruji de Shitsuji ga Ore de,7.09,4088,2001,124425,1/01/2008,1/01/2008,TV,13,,
3230,Druaga no Tou: The Aegis of Uruk,7.12,3958,2007,123978,1/01/2008,1/01/2008,TV,12,,
3231,Gunslinger Girl: Il Teatrino,7.11,3986,3050,63919,1/01/2008,1/01/2008,TV,13,,
3232,Bannou Bunka Neko-Musume Specials,6.29,8602,11634,2499,1/01/1999,1/01/1999,Special,2,,
3234,009-1: R&B,6.26,8778,8636,6081,1/01/2007,1/01/2007,Special,1,,
3245,Kindaichi Shounen no Jikenbo Specials,7.24,3237,10768,3207,1/01/2007,1/01/2007,TV Special,2,,
3247,Love Hina Final Selection,7.13,3898,4312,33569,1/01/2001,1/01/2001,OVA,1,,
3248,Tenpou Ibun: Ayakashi Ayashi - Ayashi Shinkyoku,6.75,5816,10787,3187,1/01/2007,1/01/2007,Special,5,,
3256,Soukou Kihei Votoms: Pailsen Files,7.2,3505,8601,6120,1/01/2007,1/01/2008,OVA,12,,
3265,Princess Tutu Recaps,6.59,6806,8590,6142,1/01/2002,1/01/2003,TV Special,3,,
3266,Ai Yori Aoshi: Enishi - Miyuki,6.89,5037,5497,18853,1/01/2003,1/01/2003,Special,1,,
3268,Mai-Otome 0: S.ifr,7.33,2768,5933,15355,1/01/2008,1/01/2008,OVA,3,,
3269,.hack//G.U. Trilogy,7.06,4256,4256,34393,1/01/2007,1/01/2007,Movie,1,,
3270,IGPX: Immortal Grand Prix (2005),7.06,4231,5114,22531,1/01/2005,1/01/2006,TV,13,,
3271,Bakutou Sengen Daigunder,6.84,5288,9892,4172,1/01/2002,1/01/2002,TV,39,,
3272,Kinnikuman,7.21,3409,5971,15046,1/01/1983,1/01/1986,TV,137,,
3273,Kinnikuman (Movie),6.21,9047,12096,2207,1/01/1984,1/01/1984,Movie,1,,
3274,Kinnikuman: Ooabare! Seigi Choujin,6.12,9611,12889,1716,1/01/1984,1/01/1984,Movie,1,,
3275,Kinnikuman: Seigi Choujin vs. Kodai Choujin,6.11,9667,13286,1521,1/01/1985,1/01/1985,Movie,1,,
3278,Kinnikuman: New York Kiki Ippatsu!,6.16,9357,13357,1492,1/01/1986,1/01/1986,Movie,1,,
3279,Kinnikuman: Seigi Choujin vs. Senshi Choujin,6.1,9689,13710,1357,1/01/1986,1/01/1986,Movie,1,,
3280,Kinnikuman: Kessen! Shichinin no Choujin tai Uchuu Nobushi,6.17,9326,13023,1643,1/01/1984,1/01/1984,TV Special,1,,
3281,Kinnikuman: Kinnikusei Oui Soudatsu-hen,6.82,5404,9310,5008,1/01/1991,1/01/1992,TV,46,,
3285,Himitsu no Akko-chan,6.43,7789,9798,4303,1/01/1969,1/01/1970,TV,94,,
3288,Gundam Evolve,6.45,7634,6442,12507,1/01/2001,1/01/2007,OVA,15,,
3292,Potemayo Specials,7.31,2909,9531,4661,1/01/2007,1/01/2008,Special,6,,
3295,Yatterman,6.52,7200,9044,5405,1/01/2008,1/01/2009,TV,60,,
3297,Aria the Origination,8.47,165,1827,139510,1/01/2008,1/01/2008,TV,13,,
3298,Hatenkou Yuugi,7.08,4147,3994,39186,1/01/2008,1/01/2008,TV,10,,
3299,H2O: Footprints in the Sand,6.97,4688,2336,99976,1/01/2008,1/01/2008,TV,12,,
3305,Muteki Koujin Daitarn 3,7.08,4162,9511,4690,1/01/1978,1/01/1979,TV,40,,
3312,Dr. Slump,6.98,4625,5393,19896,1/01/1997,1/01/1999,TV,74,,
3313,Montana Jones,6.86,5228,11946,2289,1/01/1994,1/01/1995,TV,52,,
3315,Kikou Keisatsu Metal Jack,6.25,8825,12364,2039,1/01/1991,1/01/1991,TV,37,,
3317,Uchuusen Sagittarius,6.84,5341,12043,2239,1/01/1986,1/01/1987,TV,77,,
3318,Kimi ga Nozomu Eien: Next Season,6.88,5071,4500,30407,1/01/2007,1/01/2008,OVA,4,,
3322,Wagaya no Oinari-sama.,7.17,3684,4290,33947,1/01/2008,1/01/2008,TV,24,,
3323,Kite Liberator,6.19,9162,4119,36661,1/01/2008,1/01/2008,OVA,1,,
3325,Yuusha Exkaiser,6.65,6393,10115,3929,1/01/1990,1/01/1991,TV,48,,
3326,Inaka Isha,6.65,6417,4888,25178,1/01/2007,1/01/2007,Movie,1,,
3327,Giant Gorg,7.16,3722,7858,7645,1/01/1984,1/01/1984,TV,26,,
3332,Stop!! Hibari-kun!,7.04,4330,6320,13036,1/01/1983,1/01/1984,TV,35,,
3335,Haikara-san ga Tooru,7.14,3817,7626,8291,1/01/1978,1/01/1979,TV,42,,
3342,Mnemosyne: Mnemosyne no Musume-tachi,7.23,3333,1372,198015,1/01/2008,1/01/2008,TV,6,,
3345,Mikan Enikki,7.16,3735,10373,3596,1/01/1992,1/01/1993,TV,30,,
3349,Kiddy GiRL-AND,6.8,5528,5486,18947,1/01/2009,1/01/2010,TV,24,,
3352,Tengen Toppa Gurren Lagann: Mitee Mono wa Miteen da!!,7.34,2718,3659,46186,1/01/2008,1/01/2008,Special,1,,
3354,Zombie-Loan Specials,6.96,4737,4540,29856,1/01/2008,1/01/2008,Special,2,,
3355,Fortune Dogs,6.39,7993,12645,1857,1/01/2002,1/01/2003,TV,39,,
3356,Mahoutsukai Sally,6.54,7079,8929,5615,1/01/1966,1/01/1968,TV,109,,
3358,Kure-nai,7.31,2897,2428,93105,1/01/2008,1/01/2008,TV,12,,
3359,Amatsuki,6.86,5192,3166,59299,1/01/2008,1/01/2008,TV,13,,
3363,RD Sennou Chousashitsu,7.08,4176,4483,30620,1/01/2008,1/01/2008,TV,26,,
3366,Persona: Trinity Soul,6.48,7457,2544,86823,1/01/2008,1/01/2008,TV,26,,
3367,Furusato Japan,6.69,6141,10991,3003,1/01/2007,1/01/2007,Movie,1,,
3369,Shoubushi Densetsu Tetsuya,7.5,2053,6600,11790,1/01/2000,1/01/2001,TV,20,,
3371,Ginga Eiyuu Densetsu Gaiden,8.13,502,4778,26606,1/01/1998,1/01/1998,OVA,24,,
3381,Fushigi no Umi no Nadia Omake Gekijou,6.48,7430,9250,5112,1/01/1991,1/01/1991,Special,10,,
3388,Majokko Megu-chan,6.71,6050,9758,4364,1/01/1974,1/01/1975,TV,72,,
3389,Bus Gamer,6.46,7600,4590,29124,1/01/2008,1/01/2008,TV,3,,
3391,Maicching Machiko-sensei,6.18,9244,9421,4833,1/01/1981,1/01/1983,TV,95,,
3392,Kiniro no Corda: Primo Passo - Hitonatsu no Encore,7.42,2333,5035,23417,1/01/2007,1/01/2007,Special,1,,
3394,Kimagure Orange☆Road: Shounen Jump Special,6.49,7359,9247,5117,1/01/1985,1/01/1985,OVA,1,,
3399,Rokushin Gattai GodMars,6.32,8381,10396,3556,1/01/1981,1/01/1982,TV,64,,
3401,Aru Tabibito no Nikki Specials,6.29,8598,7645,8229,1/01/2006,1/01/2006,Special,3,,
3407,Blassreiter,6.87,5132,2582,85073,1/01/2008,1/01/2008,TV,24,,
3410,Sky Girls Specials,6.53,7106,9895,4168,1/01/2007,1/01/2008,Special,9,,
3417,Yawaraka Sangokushi Tsukisase!! Ryofuko-chan,6.3,8573,8587,6153,1/01/2007,1/01/2008,OVA,4,,
3418,Jungle no Ouja Tar-chan,7,4527,10201,3807,1/01/1993,1/01/1994,TV,50,,
3419,Sumomomo Momomo: Chijou Saikyou no Yome Specials,6.86,5184,6297,13169,1/01/2007,1/01/2007,Special,2,,
3420,Shigofumi,7.44,2283,2374,97073,1/01/2008,1/01/2008,TV,12,,
3421,Kodomo no Omocha,7.1,4071,8023,7269,1/01/1995,1/01/1995,OVA,1,,
3424,Porphy no Nagai Tabi,6.8,5543,10259,3709,1/01/2008,1/01/2008,TV,52,,
3425,Meiken Lassie,6.75,5800,11810,2384,1/01/1996,1/01/1996,TV,25,,
3432,Chou Mashin Eiyuuden Wataru,6.98,4622,11528,2579,1/01/1997,1/01/1998,TV,51,,
3433,Go-Q-Choji Ikkiman,6.37,8135,13246,1537,1/01/1986,1/01/1986,TV,32,,
3435,Joou Heika no Petite Angie,6.49,7353,12447,1986,1/01/1977,1/01/1978,TV,26,,
3436,Meme Iroiro Yume no Tabi,6.62,6623,13674,1370,1/01/1983,1/01/1985,TV,127,,
3437,Mister Ajikko,7.11,4006,8795,5862,1/01/1987,1/01/1989,TV,99,,
3438,Moero! Top Striker,6.72,5975,9237,5134,1/01/1991,1/01/1992,TV,49,,
3444,The☆Ultraman,6.46,7585,9836,4255,1/01/1979,1/01/1980,TV,50,,
3446,Biohazard: Degeneration,6.92,4887,4023,38686,1/01/2008,1/01/2008,Movie,1,,
3447,Koukaku Kidoutai: Stand Alone Complex - Solid State Society - Uchikoma na Hibi,6.86,5219,6314,13073,1/01/2007,1/01/2007,Special,1,,
3448,Mad★Bull 34,6.33,8338,6171,13827,1/01/1990,1/01/1992,OVA,4,,
3449,Kamichu! Specials,7.44,2274,6443,12505,1/01/2005,1/01/2006,Special,4,,
3455,To LOVE-Ru,6.96,4728,349,674308,1/01/2008,1/01/2008,TV,26,,
3456,Candy☆Boy: Side Story For Archive,6.75,5776,4305,33637,1/01/2007,1/01/2007,ONA,1,,
3457,Vampire Knight,6.84,5342,385,629654,1/01/2008,1/01/2008,TV,13,,
3460,Bosco Adventure,6.98,4620,11526,2581,1/01/1986,1/01/1987,TV,26,,
3462,Minky Momo in Yume ni Kakeru Hashi,7.11,4005,10428,3527,1/01/1993,1/01/1993,OVA,1,,
3464,Kemeko Deluxe!,6.53,7143,3746,44234,1/01/2008,1/01/2008,TV,12,,
3465,Nagasaki 1945: Angelus no Kane,6.71,6052,12928,1695,1/01/2005,1/01/2005,Movie,1,,
3466,Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,7.54,1873,3919,40832,1/01/2005,1/01/2005,Special,1,,
3467,Nogizaka Haruka no Himitsu,7.19,3577,1834,138882,1/01/2008,1/01/2008,TV,12,,
3468,Maria-sama ga Miteru Specials,7.27,3069,6988,10347,1/01/2004,1/01/2004,Special,7,,
3469,Maria-sama ga Miteru: Haru Specials,7.24,3245,7272,9314,1/01/2004,1/01/2005,Special,6,,
3470,Special A,7.5,2055,694,381528,1/01/2008,1/01/2008,TV,24,,
3472,Tenrankai no E,6.09,9792,11262,2776,1/01/1966,1/01/1966,Movie,1,,
3474,Push,6.16,9370,11555,2560,1/01/1987,1/01/1987,Special,1,,
3475,Muramasa,6.14,9518,8542,6242,1/01/1987,1/01/1987,Movie,1,,
3481,Grendizer: Getter Robo G - Great Mazinger Kessen! Daikaijuu,6.44,7711,10791,3185,1/01/1976,1/01/1976,Movie,1,,
3483,Maison Ikkoku: Shiki Utsuriyuku Kisetsu no Naka de,6.92,4907,10005,4039,1/01/1988,1/01/1988,OVA,1,,
3484,Maison Ikkoku: Prelude - Meguru Haru no Sakura no You ni...,6.67,6270,9407,4842,1/01/1992,1/01/1992,Special,1,,
3485,Koukaku Kidoutai: Stand Alone Complex 2nd GIG - Tachikoma na Hibi,7.13,3897,5242,21281,1/01/2004,1/01/2006,Special,26,,
3486,Yuusha Tokkyuu Might Gaine,7.04,4342,9906,4156,1/01/1993,1/01/1994,TV,47,,
3488,Genji Monogatari,6.38,8072,6376,12776,1/01/1987,1/01/1987,Movie,1,,
3493,Ryuusei no Rockman Tribe,6.93,4848,8027,7260,1/01/2007,1/01/2008,TV,21,,
3501,Wellber no Monogatari: Sisters of Wellber Zwei,6.71,6021,8600,6127,1/01/2008,1/01/2008,TV,13,,
3503,Kanokon,6.35,8231,1049,262045,1/01/2008,1/01/2008,TV,12,,
3505,Yuusha Shirei Dagwon,6.99,4599,10763,3210,1/01/1996,1/01/1997,TV,48,,
3508,Genius Party,7.11,3984,3872,41740,1/01/2007,1/01/2007,Movie,7,,
3512,Tenshi Nanka ja Nai,6.14,9481,9072,5357,1/01/1994,1/01/1994,OVA,1,,
3514,Noramimi,6.14,9523,13571,1413,1/01/2008,1/01/2008,TV,12,,
3515,Saint Seiya: Meiou Hades Elysion-hen,7.58,1711,3754,44091,1/01/2008,1/01/2008,OVA,6,,
3518,Ginga no Uo Ursa Minor Blue,6.24,8896,9949,4102,1/01/1993,1/01/1993,OVA,1,,
3519,Garakuta-doori no Stain,6.42,7814,11447,2640,1/01/2003,1/01/2003,TV,13,,
3522,Choujin Locke,6.35,8215,9540,4649,1/01/1984,1/01/1984,Movie,1,,
3535,Neko Ramen,6.16,9365,9790,4317,1/01/2006,1/01/2007,ONA,13,,
3545,Kochira Katsushikaku Kameari Kouenmae Hashutsujo,7.78,1138,5211,21520,1/01/1996,1/01/2004,TV,373,,
3546,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Jump Festa Special,6.73,5886,13592,1404,1/01/1985,1/01/1985,Special,1,,
3547,Kochira Katsushikaku Kameari Kouenmae Hashutsujo The Movie 2: UFO Shuurai! Tornado Daisakusen!!,6.7,6063,13060,1629,1/01/2003,1/01/2003,Movie,1,,
3549,Allison to Lillia,7.32,2803,3726,44770,1/01/2008,1/01/2008,TV,26,,
3550,Midori no Makibao,6.81,5473,11128,2895,1/01/1996,1/01/1997,TV,61,,
3561,Dennou Boukenki Webdiver,6.98,4623,10526,3440,1/01/2001,1/01/2002,TV,52,,
3568,Ganbarist! Shun,7.16,3721,9743,4379,1/01/1996,1/01/1997,TV,30,,
3570,Yadosagashi,6.53,7113,10364,3605,1/01/2006,1/01/2006,Special,1,,
3571,Mach GoGoGo (1997),6.3,8546,9287,5056,1/01/1997,1/01/1997,TV,34,,
3572,Macross F,7.88,920,1689,154114,1/01/2008,1/01/2008,TV,25,,
3574,Switch,6.83,5349,4691,27831,1/01/2008,1/01/2009,OVA,2,,
3576,Kodai Ouja Kyouryuu King,6.47,7526,4492,30539,1/01/2007,1/01/2008,TV,49,,
3577,Kyouran Kazoku Nikki,7.24,3239,4547,29822,1/01/2008,1/01/2008,TV,26,,
3579,Getter Robo,6.69,6142,7180,9657,1/01/1974,1/01/1975,TV,51,,
3588,Soul Eater,7.85,971,64,1734582,1/01/2008,1/01/2009,TV,51,,
3593,Utawarerumono OVA,7.17,3682,5109,22594,1/01/2009,1/01/2010,OVA,3,,
3594,Tears to Tiara,7.13,3873,2637,81994,1/01/2009,1/01/2009,TV,26,,
3602,Ginga Tetsudou 999: Eternal Fantasy,6.54,7059,8882,5696,1/01/1998,1/01/1998,Movie,1,,
3603,JoJo no Kimyou na Bouken: Phantom Blood,7.74,1242,2818,73717,1/01/2007,1/01/2007,Movie,1,,
3604,Hidamari Sketch x 365,7.83,1020,3639,46537,1/01/2008,1/01/2008,TV,13,,
3609,Kikou Kantai Dairugger XV,6.43,7745,10647,3312,1/01/1982,1/01/1983,TV,52,,
3613,Toshokan Sensou,7.41,2427,2706,78522,1/01/2008,1/01/2008,TV,12,,
3614,Yakushiji Ryouko no Kaiki Jikenbo,7.03,4410,5276,20986,1/01/2008,1/01/2008,TV,13,,
3615,Neo Angelique Abyss,6.77,5705,3986,39383,1/01/2008,1/01/2008,TV,13,,
3616,Kamen no Maid Guy,6.97,4654,3787,43512,1/01/2008,1/01/2008,TV,12,,
3618,Moyashimon: Kin Gekijou Deluxe,6.73,5890,8440,6439,1/01/2007,1/01/2008,Special,4,,
3619,Nanako SOS,6.29,8637,10854,3131,1/01/1983,1/01/1983,TV,39,,
3620,Blue Seed Omake,6.75,5773,10520,3445,1/01/1995,1/01/1996,Special,14,,
3624,Seimei no Kagaku: Micro Patrol,7.19,3529,10584,3375,1/01/1986,1/01/1986,OVA,26,,
3626,Shin Kidou Senki Gundam Wing: Operation Meteor,7.35,2690,6595,11812,1/01/1996,1/01/1996,OVA,4,,
3627,D.C.II S.S.: Da Capo II Second Season,7.16,3715,4438,31218,1/01/2008,1/01/2008,TV,13,,
3631,Aoi Blink,6.8,5501,11341,2718,1/01/1989,1/01/1990,TV,39,,
3637,Bouken Yuuki Pluster World,6.23,8957,13822,1315,1/01/2003,1/01/2004,TV,52,,
3638,Kaiketsu Zorori,7.05,4285,9729,4395,1/01/2004,1/01/2005,TV,52,,
3641,Naisho no Tsubomi,6.51,7261,7503,8653,1/01/2008,1/01/2008,OVA,3,,
3646,Glass no Usagi,6.6,6706,11284,2762,1/01/2005,1/01/2005,Movie,1,,
3652,Higurashi no Naku Koro ni Rei,7.4,2462,1331,204211,1/01/2009,1/01/2009,OVA,5,,
3653,Kurogane no Linebarrels,6.88,5072,3732,44594,1/01/2008,1/01/2009,TV,24,,
3654,Macademi Wasshoi!,6.89,5061,3682,45581,1/01/2008,1/01/2008,TV,12,,
3655,Nabari no Ou,7.24,3248,1560,171991,1/01/2008,1/01/2008,TV,26,,
3656,Monochrome Factor,6.93,4843,3092,62439,1/01/2008,1/01/2008,TV,24,,
3659,Majime ni Fumajime Kaiketsu Zorori: Nazo no Otakara Daisakusen,6.42,7829,15457,860,1/01/2006,1/01/2006,Movie,1,,
3660,Mahou no Idol Pastel Yumi,6.46,7552,9824,4271,1/01/1986,1/01/1986,TV,25,,
3665,Ginga Eiyuu Densetsu Gaiden (1999),8.06,611,5131,22349,1/01/1999,1/01/2000,OVA,28,,
3667,Strike Witches,6.93,4852,1492,180201,1/01/2008,1/01/2008,TV,12,,
3668,Telepathy Shoujo Ran,6.6,6733,7086,9984,1/01/2008,1/01/2008,TV,26,,
3670,Kikou Souseiki Mospeada,7.03,4382,6823,10864,1/01/1983,1/01/1984,TV,25,,
3671,"Genesis Climber Mospeada: Love, Live, Alive",6.08,9837,12148,2167,1/01/1985,1/01/1985,OVA,1,,
3672,Tottemo! Luckyman,7.41,2428,9793,4311,1/01/1994,1/01/1995,TV,50,,
3673,Nijuu Mensou no Musume,7.53,1931,4124,36582,1/01/2008,1/01/2008,TV,22,,
3674,Sayonara Zetsubou Sensei Jo: Zetsubou Shoujo Senshuu,7.4,2435,5705,17040,1/01/2008,1/01/2008,Special,1,,
3676,Machine Robo: Cronos no Dai Gyakushuu,6.26,8811,11123,2898,1/01/1986,1/01/1987,TV,47,,
3686,Tokimeki Memorial: Only Love Specials,6.62,6582,9050,5397,1/01/2007,1/01/2007,Special,2,,
3689,Hatsumei Boy Kanipan,6.62,6611,13174,1577,1/01/1998,1/01/1999,TV,31,,
3690,Chou Hatsumei Boy Kanipan,6.63,6503,12957,1676,1/01/1999,1/01/1999,TV,21,,
3691,Watashi to Watashi: Futari no Lotte,7.02,4465,12163,2153,1/01/1991,1/01/1992,TV,29,,
3692,Yes! Precure 5 GoGo!,7.16,3702,6266,13348,1/01/2008,1/01/2009,TV,48,,
3701,Kaiba,8.13,507,1517,176634,1/01/2008,1/01/2008,TV,12,,
3702,Detroit Metal City,8.09,567,1225,222381,1/01/2008,1/01/2008,OVA,12,,
3710,Hakaba Kitarou,6.86,5205,6246,13479,1/01/2008,1/01/2008,TV,11,,
3712,Zero no Tsukaima: Princesses no Rondo,7.31,2869,547,464383,1/01/2008,1/01/2008,TV,12,,
3713,Jigoku Shoujo Mitsuganae,7.6,1648,2215,107166,1/01/2008,1/01/2009,TV,26,,
3720,Jack to Mame no Ki,6.31,8453,12120,2183,1/01/1974,1/01/1974,Movie,1,,
3723,Koala Boy Kokki,6.29,8627,14516,1106,1/01/1984,1/01/1985,TV,26,,
3727,Doraemon Movie 01: Nobita no Kyouryuu,7.19,3556,6806,10918,1/01/1980,1/01/1980,Movie,1,,
3731,Itazura na Kiss,7.39,2481,919,295818,1/01/2008,1/01/2008,TV,25,,
3734,Glass no Kamen: Sen no Kamen wo Motsu Shoujo,6.88,5125,10771,3203,1/01/1998,1/01/1999,OVA,3,,
3735,Ryuuseiki Gakusaver,6.51,7273,11846,2358,1/01/1993,1/01/1994,OVA,6,,
3736,Parappa the Rapper,6.33,8354,8985,5517,1/01/2001,1/01/2002,TV,30,,
3737,Usavich,6.85,5262,8071,7169,1/01/2006,1/01/2007,TV,13,,
3738,Usavich II,7.03,4409,9084,5345,1/01/2007,1/01/2008,TV,13,,
3744,Crayon Shin-chan Movie 10: Arashi wo Yobu Appare! Sengoku Daikassen,7.52,1966,8262,6758,1/01/2002,1/01/2002,Movie,1,,
3745,Crayon Shin-chan Movie 02: Buriburi Oukoku no Hihou,7.14,3807,6822,10868,1/01/1994,1/01/1994,Movie,1,,
3750,Maria-sama ga Miteru 4th,7.74,1248,4944,24568,1/01/2009,1/01/2009,TV,13,,
3751,Sekai Meisaku Douwa: Mori wa Ikiteiru,6.71,6010,11350,2707,1/01/1980,1/01/1980,Movie,1,,
3752,Nagagutsu wo Haita Neko: 80-nichikan Sekai Isshuu,6.76,5723,11476,2619,1/01/1976,1/01/1976,Movie,1,,
3754,Tongari Boushi no Memole,6.99,4594,10033,4013,1/01/1984,1/01/1985,TV,50,,
3757,Sekai Meisaku Douwa: Aladdin to Mahou no Lamp,6.17,9282,12076,2217,1/01/1982,1/01/1982,Movie,1,,
3760,Grimm Douwa: Kin no Tori,6.71,6037,11174,2853,1/01/1987,1/01/1987,Movie,1,,
3761,Wanwan Sanjuushi,6.78,5653,9942,4110,1/01/1981,1/01/1982,TV,26,,
3765,Pygmalio,6.92,4925,11780,2406,1/01/1990,1/01/1991,TV,39,,
3769,Play Ball 2nd,6.09,9778,15090,950,1/01/2006,1/01/2006,TV,13,,
3776,Go! Go! Itsutsugo Land,6.44,7708,14374,1148,1/01/2001,1/01/2002,TV,50,,
3782,Kara no Kyoukai Movie 2: Satsujin Kousatsu (Zen),7.75,1204,1077,252432,1/01/2007,1/01/2007,Movie,1,,
3783,Kara no Kyoukai Movie 3: Tsuukaku Zanryuu,8.01,684,1145,239938,1/01/2008,1/01/2008,Movie,1,,
3784,Evangelion Movie 2: Ha,8.3,303,423,582377,1/01/2009,1/01/2009,Movie,1,,
3785,Evangelion Movie 3: Q,7.66,1478,522,481144,1/01/2012,1/01/2012,Movie,1,,
3786,Shin Evangelion Movie:||,8.58,114,629,413879,1/01/2021,1/01/2021,Movie,1,,
3791,Air Gear Special,7.24,3272,3557,48331,1/01/2007,1/01/2007,Special,1,,
3800,Arrow Emblem Grand Prix no Taka,6.46,7594,11207,2822,1/01/1977,1/01/1978,TV,44,,
3806,Sasuga no Sarutobi,6.46,7577,11804,2389,1/01/1982,1/01/1984,TV,69,,
3807,Honoo no Alpenrose: Judy & Randy,6.79,5603,9651,4493,1/01/1985,1/01/1985,TV,20,,
3809,Shirayuki Hime no Densetsu,6.72,5989,9734,4391,1/01/1994,1/01/1995,TV,52,,
3810,Mori no Youki na Kobito-tachi: Belfy to Lillibit,6.32,8443,12514,1942,1/01/1980,1/01/1980,TV,26,,
3811,Hoshi no Oujisama Petit Prince,6.77,5691,11182,2850,1/01/1978,1/01/1979,TV,35,,
3812,Yume no Hoshi no Button Nose,6.29,8592,13714,1355,1/01/1985,1/01/1986,TV,26,,
3819,Sasurai no Taiyou,6.44,7671,11354,2708,1/01/1971,1/01/1971,TV,26,,
3822,Sougen no Shoujo Laura,6.26,8770,13331,1503,1/01/1975,1/01/1976,TV,26,,
3823,Little Lulu to Chicchai Nakama,6.48,7447,14227,1183,1/01/1976,1/01/1977,TV,26,,
3825,Dokaben,6.15,9426,12820,1753,1/01/1976,1/01/1979,TV,163,,
3827,Ore wa Teppei,6.44,7729,11958,2279,1/01/1977,1/01/1978,TV,28,,
3829,Anne no Nikki,6.73,5918,7470,8734,1/01/1995,1/01/1995,Movie,1,,
3834,Hoshi no Ko Chobin,6.16,9412,13798,1327,1/01/1974,1/01/1974,TV,26,,
3835,Ai no Gakkou Cuore Monogatari,6.61,6674,10876,3105,1/01/1981,1/01/1981,TV,26,,
3836,Meiken Jolie,6.79,5554,9680,4459,1/01/1981,1/01/1982,TV,52,,
3837,Mashin Eiyuuden Wataru,6.92,4908,10039,4007,1/01/1988,1/01/1989,TV,45,,
3838,Himitsu no Akko-chan 2,6.44,7714,12691,1824,1/01/1988,1/01/1989,TV,61,,
3839,Himitsu no Akko-chan 3,6.51,7243,12934,1689,1/01/1998,1/01/1999,TV,44,,
3840,Crystal Blaze,6.11,9655,5634,17611,1/01/2008,1/01/2008,TV,12,,
3841,Chi's Sweet Home,7.67,1435,2949,68063,1/01/2008,1/01/2008,TV,104,,
3842,Doubutsu Takarajima,6.29,8613,10566,3391,1/01/1971,1/01/1971,Movie,1,,
3844,Apache Yakyuugun,6.11,9646,13925,1284,1/01/1971,1/01/1972,TV,26,,
3847,Sekai Meisaku Douwa: Hakuchou no Ouji,6.56,6926,11677,2470,1/01/1977,1/01/1977,Movie,1,,
3848,"One Piece Movie 09: Episode of Chopper Plus - Fuyu ni Saku, Kiseki no Sakura",7.42,2341,2833,72862,1/01/2008,1/01/2008,Movie,1,,
3853,Crayon Shin-chan Manatsu no Yoru ni Ora Sanjou! Arashi wo Yobu Den-O vs. Shin-O 60-pun Special!!,6.46,7605,11716,2447,1/01/2007,1/01/2007,Special,1,,
3854,Ginga Tetsudou Monogatari: Wasurerareta Toki no Wakusei,6.67,6308,10557,3398,1/01/2006,1/01/2007,OVA,4,,
3858,Konchuu Monogatari Minashigo Hutch,6.59,6796,9811,4286,1/01/1970,1/01/1971,TV,91,,
3859,Top Secret: The Revelation,7.27,3084,5275,20991,1/01/2008,1/01/2008,TV,26,,
3861,Shaman King Specials,7.2,3502,5260,21129,1/01/2002,1/01/2003,Special,5,,
3864,Souten no Ken Specials,6.23,8941,11005,2992,1/01/2007,1/01/2007,Special,4,,
3866,Kuro ga Ita Natsu,6.4,7935,14053,1244,1/01/1990,1/01/1990,Movie,1,,
3868,Versailles no Bara: Seimei Aru Kagiri Aishite,6.82,5428,9975,4078,1/01/1990,1/01/1990,Movie,1,,
3869,Sakura Momoko Gekijou: Coji-Coji,6.33,8359,14839,1019,1/01/1997,1/01/1999,TV,100,,
3870,Kick no Oni,6.1,9687,13733,1350,1/01/1970,1/01/1971,TV,26,,
3873,Honey Honey no Suteki na Bouken,6.31,8508,13132,1598,1/01/1981,1/01/1982,TV,29,,
3874,Ashita e Free Kick,6.45,7619,11617,2509,1/01/1992,1/01/1993,TV,52,,
3875,Mahoutsukai Sally 2,6.52,7172,12089,2210,1/01/1989,1/01/1990,TV,88,,
3876,Maeterlinck no Aoi Tori: Tyltyl Mytyl no Bouken Ryokou,6.2,9147,12918,1702,1/01/1980,1/01/1980,TV,26,,
